headword,words,ner,docSize,sentSize
Guide,[Economy", Guide],O,1,1
Page,[Economy", Home", Page],O,1,1
Tests,[Economy", Tests],O,1,1
Toolkit,[Economy", Toolkit],O,1,2
Efficient,[Efficient],O,1,2
Cars,[Electric", Cars],ORGANIZATION,1,1
Links,[Electric", Vehicle", Links],O,1,1
Vehicles,[Electric", Vehicles],O,1,1
Electrics,[Electrics],ORGANIZATION,1,1
Emissions,[Emissions],O,1,1
Technologies,[Engine", Technologies],O,1,1
Map,[Español", |", Site", Map],O,1,1
Extreme,[Extreme],O,1,2
FAQ,[FAQ],O,1,1
Feedback,[Feedback],O,1,2
January,[Friday", January],DATE,1,1
Links,[Fuel", Cell", Links],O,1,1
Economy,[Fuel", Economy],O,1,1
Tests,[Fuel", Economy", Tests],O,1,1
Toolkit,[Fuel", Economy", Toolkit],O,1,2
Calculator,[Fuel", Savings", Calculator],O,1,1
Gas,[Gas],ORGANIZATION,1,1
Vehicles,[Gasoline", Vehicles],O,1,2
Page,[Home", Page],O,1,1
Calculator,[Hybrid", Calculator],O,1,2
Money,[Hybrid", Save", Me", Money],O,1,1
Vehicles,[Hybrid", Vehicles],O,1,2
Hybrids,[Hybrids],O,1,6
Info,[Info],O,1,1
Information,[Information],O,1,1
January,[January],DATE,1,1
Label,[Label],O,1,1
Tool,[Label", Tool],O,1,1
Links,[Links],O,1,2
Lists,[Lists],O,1,1
Locator,[Locator],O,1,1
MPG,[MPG],O,1,2
Ratings,[MPG", Ratings],O,1,1
Money,[Me", Money],O,1,1
Mileage,[Mileage],O,1,1
Tips,[Mileage", Tips],O,1,1
Map,[Mobile", |", Español", |", Site", Map],O,1,1
Money,[Money],O,1,2
Most,[Most],O,1,1
Videos,[Motorweek", Videos],O,1,1
Myths,[Myths],O,1,1
New,[New],O,1,1
MPG,[New", EPA", MPG],O,1,1
Old,[Old],O,1,1
Other,[Other],O,1,2
Picks,[Picks],O,1,1
Privacy/Security,[Privacy/Security],O,1,2
Picks,[Quick", Picks],O,1,1
Related,[Related],O,1,1
Map,[Site", Map],O,1,1
Vehicle,[SmartWay", Vehicle],O,1,1
Locator,[Station", Locator],O,1,1
Top,[Top],O,1,2
USA.gov,[USA.gov],O,1,2
half,[half],O,1,1
household,[household],O,1,1
kinds,[kinds],O,1,1
last,[last],O,1,1
previous,[previous],O,1,1
slide,[slide],O,1,2
|,[|],NUMBER,1,1
|,[|],NUMBER,1,1
|,[|],NUMBER,1,1
|,[|],NUMBER,1,1
Map,[|", Español", |", Site", Map],O,1,1
Map,[|", Site", Map],O,1,1
.0,[.0],NUMBER,1,1
copyright,[Crown", copyright],O,1,1
Cymraeg,[Cymraeg],PERSON,1,1
Service,[Digital", Service],ORGANIZATION,1,1
Disabled,[Disabled],O,1,1
Education,[Education],O,1,1
Environment,[Environment],O,1,1
Service,[Government", Digital", Service],ORGANIZATION,1,1
Licence,[Government", Licence],O,1,1
v3,[Government", Licence", v3],MISC,1,1
Housing,[Housing],O,1,1
number,[Insurance", number],O,1,1
Licence,[Licence],O,1,1
v3,[Licence", v3],MISC,1,1
MAPs,[MAPs],O,1,3
MAR,[MAR],DATE,1,1
MARORS,[MARORS],O,1,1
Payments,[Mileage", Allowance", Payments],O,1,2
Relief,[Mileage", Allowance", Relief],O,1,1
Scheme,[Mileage", Allowance", Relief", Optional", Reporting", Scheme],O,1,1
Money,[Money],O,1,1
number,[National", Insurance", number],O,1,1
Licence,[Open", Government", Licence],O,1,1
v3,[Open", Government", Licence", v3],MISC,1,1
payments,[Passenger", payments],O,1,1
Passports,[Passports],O,1,1
Previous,[Previous],O,1,1
Relief,[Relief],O,1,1
Scheme,[Relief", Optional", Reporting", Scheme],O,1,1
Scheme,[Reporting", Scheme],O,1,1
Revenue,[Revenue],O,1,1
Cymraeg,[Rhestr", o", Wasanaethau", Cymraeg],O,1,1
Rules,[Rules],O,1,4
Scheme,[Scheme],O,1,1
Services,[Services],O,1,1
links,[Support", links],O,1,1
Terms,[Terms],O,1,1
Visas,[Visas],O,1,1
Cymraeg,[Wasanaethau", Cymraeg],PERSON,1,1
anything,[anything],O,1,1
available,[available],O,1,1
balance,[balance],O,1,1
balances,[balances],O,1,1
benefits,[benefits],O,1,3
mile,[business", mile],O,1,1
miles,[business", miles],O,1,1
miles,[business", travel", miles],O,1,1
car,[car],O,1,1
details,[card", details],O,1,1
care,[care],O,1,1
cars,[cars],O,1,1
certain,[certain],O,1,2
cars,[company", cars],O,1,1
vans,[company", vans],O,1,1
HMRC,[contact", HMRC],O,1,1
content,[content],O,1,1
copyright,[copyright],O,1,1
deaths,[deaths],O,1,1
employee,[employee],O,1,7
employees,[employees],O,1,1
financial,[financial],O,1,1
fuel,[fuel],O,1,1
information,[information],O,1,1
jobs,[jobs],O,1,1
justice,[justice],O,1,1
local,[local],O,1,1
normal,[normal],O,1,1
number,[number],O,1,1
optional,[optional],O,1,1
pensions,[pensions],O,1,1
scheme,[scheme],O,1,1
scheme,[scheme],O,1,1
separate,[separate],O,1,1
subsistence,[subsistence],O,1,1
unused,[unused],O,1,1
A.,[A.],O,1,1
B.,[B.],O,1,1
Directions,[Directions],O,1,1
Directions,[Driving", Directions],MISC,1,1
Ending,[Ending],O,1,1
Directions,[McNally", Driving", Directions],MISC,1,1
Mileage,[Mileage],O,1,1
calculator,[Rand", McNally", mileage", calculator],O,1,1
Route,[Route],O,1,1
destinations,[destinations],O,1,1
mileage,[mileage],O,1,1
calculator,[mileage", calculator],O,1,1
two,[two],NUMBER,1,1
Works,[Engine", Works],O,1,1
Engines,[Engines],O,1,2
Differ,[Engines", Differ],O,1,1
Engines,[Engines", Overpower", Older", Engines],O,1,1
Work,[Engines", Work],MISC,1,1
Ford,[Ford],ORGANIZATION,1,1
GM,[GM],ORGANIZATION,1,1
Motors,[General", Motors],ORGANIZATION,1,1
Works,[Grail", Engine", Works],O,1,1
LLC,[Holdings", LLC],ORGANIZATION,1,1
HowStuffWorks,[HowStuffWorks],O,1,2
LLC,[InfoSpace", Holdings", LLC],ORGANIZATION,1,1
Internal,[Internal],O,1,1
LLC,[LLC],ORGANIZATION,1,1
Differ,[Modern", Car", Engines", Differ],O,1,1
Engines,[Modern", Car", Engines", Overpower", Older", Engines],O,1,1
Motors,[Motors],ORGANIZATION,1,1
Engines,[Older", Car", Engines],O,1,1
Engines,[Older", Engines],O,1,1
Engines,[Overpower", Older", Engines],O,1,1
Podcasts,[Podcasts],O,1,1
Reprint,[Reprint],O,1,2
Wacky,[Wacky],O,1,1
advantages,[advantages],O,1,1
article,[article],O,1,1
articles,[articles],O,1,1
basic,[basic],O,1,1
behaviour,[behaviour],O,1,1
best,[best],O,1,2
boats,[boats],O,1,1
engine,[bulb", engine],O,1,1
burns,[burns],O,1,1
cams,[cams],O,1,1
car,[car],O,1,3
engine,[car", engine],O,1,3
cars,[cars],O,1,1
coal,[coal],O,1,1
combustion,[combustion],O,1,2
combustion,[combustion],O,1,1
engine,[combustion", engine],O,1,3
engine,[combustion", engine],O,1,1
engines,[combustion", engines],O,1,1
process,[combustion", process],O,1,1
ratio,[compression", ratio],O,1,1
confusing,[confusing],O,1,1
connection,[connection],O,1,1
Motors,[courtesy", General", Motors],O,1,1
detail,[detail],O,1,2
different,[different],O,1,1
disadvantages,[disadvantages],O,1,1
division,[division],O,1,1
economy,[economy],O,1,1
efficient,[efficient],O,1,1
engine,[engine],O,1,10
burns,[engine", burns],O,1,1
engines,[engines],O,1,4
engines,[engines],O,1,1
equivalent,[equivalent],O,1,1
message,[error", message],O,1,1
example,[example],O,1,1
external,[external],O,1,3
external,[external],O,1,1
form,[form],O,1,1
fuel,[fuel],O,1,2
economy,[fuel", economy],O,1,1
engines,[gas", turbine", engines],O,1,1
gasoline,[gasoline],O,1,2
gasoline,[gasoline],O,1,1
engine,[gasoline", car", engine],O,1,1
idea,[idea],O,1,1
injection,[injection],O,1,1
internal,[internal],O,1,3
less,[less],O,1,1
V-6,[liter", V-6],O,1,1
long,[long],O,1,1
lot,[lot],O,1,1
lot,[lot],O,1,1
message,[message],O,1,1
mile,[mile],O,1,1
next,[next],O,1,1
oil,[oil],O,1,1
old-fashioned,[old-fashioned],O,1,1
one,[one],NUMBER,1,1
pieces,[pieces],O,1,1
process,[process],O,1,1
steam,[steam],O,1,1
steam,[steam],O,1,1
engine,[steam", engine],O,1,1
wood,[wood],O,1,1
10,[10],NUMBER,1,1
15,[15],DATE,1,1
16,[16],NUMBER,1,1
18,[18],DATE,1,1
2,[2],DATE,1,1
2,[2],NUMBER,1,1
20,[20],NUMBER,1,1
2014,[2014],DATE,1,1
2015,[2015],DATE,1,4
2017,[2017],DATE,1,5
219,[219],NUMBER,1,1
3,[3],NUMBER,1,1
385,[385],NUMBER,1,1
39,[39],NUMBER,1,1
51,[51],NUMBER,1,1
68,[68],NUMBER,1,1
7,[7],NUMBER,1,1
9,[9],NUMBER,1,1
Articles,[Articles],O,1,1
Copyright,[Brands", Copyright],O,1,1
Guide,[Buying", Guide],O,1,1
Car,[Car],O,1,2
Car,[Car],MISC,1,1
Articles,[Car", Articles],O,1,1
Insurance,[Car", Insurance],O,1,1
Tips,[Car", Maintenance", Tips],O,1,1
Reviews,[Car", Reviews],O,1,1
Cars,[Cars],O,1,2
Copyright,[Cars", Brands", Copyright],O,1,1
Review,[Continental", GT", V8", S", Review],ORGANIZATION,1,1
Copyright,[Copyright],O,1,1
Protection,[DMCA", Protection],O,1,1
Review,[Dodge", Neon", Review],ORGANIZATION,1,1
Cars,[Driverless", Cars],O,1,1
Facebook,[Facebook],ORGANIZATION,1,1
Fastest,[Fastest],O,1,1
Review,[GT", V8", S", Review],O,1,1
Global,[Global],O,1,1
Guide,[Guide],O,1,1
Industry,[Industry],O,1,1
List,[List],O,1,2
Technologies,[Newest", Car", Technologies],O,1,1
Pressure,[Pressure],O,1,1
Protection,[Protection],O,1,1
Review,[Review],O,1,2
Review,[Review],ORGANIZATION,1,1
Review,[Review],ORGANIZATION,1,1
Reviews,[Reviews],O,1,1
Review,[S", Review],O,1,1
Start,[Start],O,1,1
Technologies,[Technologies],O,1,1
Top,[Top],O,1,1
Turning,[Turning],O,1,1
best,[best],O,1,1
blog,[blog],O,1,1
brands,[brands],O,1,1
brands,[car", brands],O,1,1
companies,[car", companies],O,1,1
cars,[cars],O,1,2
comment,[comment],O,1,1
companies,[companies],O,1,1
industry,[industry],O,1,1
information,[information],O,1,1
latest,[latest],O,1,1
other,[other],O,1,1
reliable,[reliable],O,1,1
sites,[sites],O,1,1
superb,[superb],O,1,1
wow,[wow],O,1,1
2009-2016,[2009-2016],DURATION,1,1
App,[App],O,1,1
McLaren,[Asia", Motors", Aston", Martin", Audi", Austin", Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Aston", Martin", Audi", Austin", Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Audi", Austin", Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Austin", Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Data,[Cars", Data],O,1,1
McLaren,[Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Contact,[Contact],O,1,1
McLaren,[DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Data,[Data],O,1,1
McLaren,[Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Google,[Facebook", |", Twitter", |", Google],ORGANIZATION,1,1
McLaren,[Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Google,[Google],ORGANIZATION,1,1
McLaren,[Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
App,[IOS", App],O,1,1
McLaren,[Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Tesla,[MG", Mini", Mitsubishi", Morgan", Morris", Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],O,1,1
McLaren,[Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Martin", Audi", Austin", Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Mazda", McLaren],ORGANIZATION,1,1
McLaren,[McLaren],ORGANIZATION,1,1
Mega,[Mega],ORGANIZATION,1,1
